"id","status","donor_id","receiver_id","collected_at","created_at","updated_at","has_invoice_photo"
"bf1084a9-d3c3-4cd5-9511-879c4e1762d1","closed","7c2166f9-688b-40c6-8f2f-55113a223be4","ec05bd3e-cff1-4df6-81e1-b2eb0d5b4f1f","2025-07-28T20:30:00Z","2025-07-28T21:24:58.683024Z","2025-07-28T22:10:57.003816Z","true"
"d620d798-4de2-45af-8fff-f21e6ea65192","closed","7c2166f9-688b-40c6-8f2f-55113a223be4","ec05bd3e-cff1-4df6-81e1-b2eb0d5b4f1f","2025-08-19T18:30:00Z","2025-08-19T22:19:45.579009Z","2025-08-19T22:35:57.954802Z","true"
"fd1ed02d-b517-4cef-8b4c-36c2f8746d70","closed","7c2166f9-688b-40c6-8f2f-55113a223be4","ec05bd3e-cff1-4df6-81e1-b2eb0d5b4f1f","2025-07-29T17:15:00Z","2025-07-29T21:05:58.777472Z","2025-07-29T21:15:46.503014Z","true"
"788c4fbd-b980-4382-a456-af821cb5f2a5","open","7c2166f9-688b-40c6-8f2f-55113a223be4","ec05bd3e-cff1-4df6-81e1-b2eb0d5b4f1f","2025-07-31T18:30:00Z","2025-07-31T21:24:06.623542Z","2025-07-31T21:24:41.787439Z","false"
"800aef4d-d056-4275-ae00-7a85cc227e46","closed","7c2166f9-688b-40c6-8f2f-55113a223be4","ec05bd3e-cff1-4df6-81e1-b2eb0d5b4f1f","2025-07-26T18:00:00Z","2025-07-26T20:33:40.446464Z","2025-07-26T20:42:54.023102Z","true"
"6350c556-5900-4f2f-83a1-a760ea27b848","closed","7c2166f9-688b-40c6-8f2f-55113a223be4","ec05bd3e-cff1-4df6-81e1-b2eb0d5b4f1f","2025-07-30T19:00:00Z","2025-07-30T22:29:02.994314Z","2025-07-30T22:53:43.180813Z","true"
"4212252e-ce1a-4545-9c86-e933aaf3b9ff","closed","7c2166f9-688b-40c6-8f2f-55113a223be4","ec05bd3e-cff1-4df6-81e1-b2eb0d5b4f1f","2025-08-01T20:30:00Z","2025-08-01T23:06:49.990248Z","2025-08-01T23:20:29.338065Z","true"
"5bf3eedf-333b-4a84-87b5-600aaa83dcd6","closed","7c2166f9-688b-40c6-8f2f-55113a223be4","ec05bd3e-cff1-4df6-81e1-b2eb0d5b4f1f","2025-07-10T18:40:00Z","2025-07-10T20:49:01.472661Z","2025-07-10T21:11:04.320414Z","true"
"ef467977-a78a-4f18-ab7b-a5bb4eb64d17","closed","7c2166f9-688b-40c6-8f2f-55113a223be4","ec05bd3e-cff1-4df6-81e1-b2eb0d5b4f1f","2025-07-31T17:00:00Z","2025-08-01T23:25:31.477864Z","2025-08-01T23:34:01.439659Z","true"
"9e00be73-9efa-4c48-84e4-c80e0aed7de8","closed","7c2166f9-688b-40c6-8f2f-55113a223be4","ec05bd3e-cff1-4df6-81e1-b2eb0d5b4f1f","2025-08-20T20:50:00Z","2025-08-20T23:05:19.006286Z","2025-08-20T23:29:58.241431Z","true"
"c0cd02d8-140f-4205-80b7-bf386340f18f","closed","7c2166f9-688b-40c6-8f2f-55113a223be4","ec05bd3e-cff1-4df6-81e1-b2eb0d5b4f1f","2025-08-04T17:30:00Z","2025-08-04T22:42:14.084297Z","2025-08-04T23:00:02.367697Z","true"
"8172b129-7297-4bdb-bf90-9e879658593a","closed","7c2166f9-688b-40c6-8f2f-55113a223be4","ec05bd3e-cff1-4df6-81e1-b2eb0d5b4f1f","2025-08-04T19:30:00Z","2025-08-04T22:05:41.727394Z","2025-08-04T22:32:13.285052Z","true"
"098110c8-0875-40bd-9ac6-f96c19f9cc29","closed","7c2166f9-688b-40c6-8f2f-55113a223be4","ec05bd3e-cff1-4df6-81e1-b2eb0d5b4f1f","2025-08-05T18:30:00Z","2025-08-05T21:32:56.206867Z","2025-08-05T21:49:15.735779Z","true"
"c039bf88-fb47-49ce-91be-19dbb6e94cab","closed","7c2166f9-688b-40c6-8f2f-55113a223be4","ec05bd3e-cff1-4df6-81e1-b2eb0d5b4f1f","2025-08-06T19:30:00Z","2025-08-06T22:11:31.610158Z","2025-08-06T22:33:05.011711Z","true"
"c9bc83c3-f78f-47cb-b7c8-d00494755859","closed","7c2166f9-688b-40c6-8f2f-55113a223be4","ec05bd3e-cff1-4df6-81e1-b2eb0d5b4f1f","2025-08-07T19:00:00Z","2025-08-07T22:01:31.447678Z","2025-08-07T22:20:13.017911Z","true"
"7eb63d15-ff73-4778-92b5-d0decf2a2b7c","closed","7c2166f9-688b-40c6-8f2f-55113a223be4","ec05bd3e-cff1-4df6-81e1-b2eb0d5b4f1f","2025-08-02T17:00:00Z","2025-08-02T20:47:09.1727Z","2025-08-02T21:13:10.198846Z","true"
"35d772f7-ee7e-4693-b3bb-2573c15aff85","open","7c2166f9-688b-40c6-8f2f-55113a223be4","ec05bd3e-cff1-4df6-81e1-b2eb0d5b4f1f","2025-08-02T17:30:00Z","2025-08-02T21:15:03.806663Z","2025-08-02T21:17:28.036267Z","true"
"6a2455fb-8d1d-4bda-a176-f44a3d31879f","closed","7c2166f9-688b-40c6-8f2f-55113a223be4","ec05bd3e-cff1-4df6-81e1-b2eb0d5b4f1f","2025-08-02T17:30:00Z","2025-08-02T21:18:22.480051Z","2025-08-02T21:32:58.838619Z","true"
"4f439140-fcd9-4348-8bdb-f6a43c762099","closed","7c2166f9-688b-40c6-8f2f-55113a223be4","ec05bd3e-cff1-4df6-81e1-b2eb0d5b4f1f","2025-08-25T19:30:00Z","2025-08-25T21:32:50.775486Z","2025-08-25T22:07:17.800505Z","true"
"3b879142-5523-4d5c-a4b9-98e4aef5f763","closed","7c2166f9-688b-40c6-8f2f-55113a223be4","ec05bd3e-cff1-4df6-81e1-b2eb0d5b4f1f","2025-07-11T15:23:00Z","2025-07-11T22:32:36.973944Z","2025-07-11T22:44:40.610423Z","true"
