note,start_time,end_time,status_id,created_at,updated_at,donor_id
,2025-08-07 17:30:25.935,2025-08-07 18:30:25.935,4,2025-08-07 17:28:27.442494,2025-08-07 17:28:27.442494,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-08-14 17:30:28.916,2025-08-14 18:30:28.916,4,2025-08-14 17:18:30.677056,2025-08-14 17:18:30.677056,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-08-08 17:30:33.627,2025-08-08 18:30:33.627,4,2025-08-08 17:27:35.436444,2025-08-08 17:27:35.436444,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-08-11 18:00:39.156,2025-08-11 19:00:39.156,4,2025-08-11 17:50:40.842113,2025-08-11 17:50:40.842113,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-08-13 17:30:19.269,2025-08-13 18:30:19.269,4,2025-08-13 17:29:21.035498,2025-08-13 17:29:21.035498,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-08-12 17:30:41.731,2025-08-12 18:30:41.731,4,2025-08-12 17:28:43.316897,2025-08-12 17:28:43.316897,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-08-18 17:30:37.799,2025-08-18 18:30:37.799,4,2025-08-18 15:55:39.87728,2025-08-18 15:55:39.87728,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-08-09 18:00:09.655,2025-08-09 19:00:09.655,5,2025-08-09 16:24:11.373166,2025-08-09 16:24:11.373166,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-08-19 17:30:09.696,2025-08-19 18:30:09.696,4,2025-08-19 17:32:11.631681,2025-08-19 17:32:11.631681,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-08-20 17:30:39.639,2025-08-20 18:30:39.639,4,2025-08-20 17:09:41.421856,2025-08-20 17:09:41.421856,4df6b828-3159-4095-801f-67ab5f896fc3
Registro feito pelo app antigo,2025-08-28 17:45:26.607,2025-08-28 18:45:26.607,4,2025-08-28 17:38:28.917646,2025-08-28 17:38:28.917646,4df6b828-3159-4095-801f-67ab5f896fc3
Registro feito pelo app antigo,2025-08-29 17:30:38.718,2025-08-29 18:30:38.718,4,2025-08-29 17:28:39.617958,2025-08-29 17:28:39.617958,4df6b828-3159-4095-801f-67ab5f896fc3
Registro feito pelo app antigo,2025-09-02 18:15:53.973,2025-09-02 19:15:53.973,4,2025-09-02 18:06:55.913694,2025-09-02 18:06:55.913694,4df6b828-3159-4095-801f-67ab5f896fc3
Registro feito pelo app antigo,2025-09-01 17:30:46.263,2025-09-01 18:30:46.263,4,2025-09-01 14:31:48.726245,2025-09-01 14:31:48.726245,4df6b828-3159-4095-801f-67ab5f896fc3
Registro feito pelo app antigo,2025-09-05 18:00:59.875,2025-09-05 18:30:59.875,4,2025-09-05 17:28:01.765264,2025-09-05 17:28:01.765264,4df6b828-3159-4095-801f-67ab5f896fc3
Registro feito pelo app antigo,2025-09-04 17:30:02.657,2025-09-04 18:30:02.657,4,2025-09-04 16:17:04.673542,2025-09-04 16:17:04.673542,4df6b828-3159-4095-801f-67ab5f896fc3
Registro feito pelo app antigo,2025-09-08 17:00:30.655,2025-09-08 18:00:30.655,4,2025-09-08 16:10:32.350516,2025-09-08 16:10:32.350516,4df6b828-3159-4095-801f-67ab5f896fc3
Registro feito pelo app antigo,2025-09-11 17:30:49.832,2025-09-11 18:30:49.832,4,2025-09-11 17:15:51.677727,2025-09-11 17:15:51.677727,4df6b828-3159-4095-801f-67ab5f896fc3
Registro feito pelo app antigo,2025-09-12 17:30:15.465,2025-09-12 18:30:15.465,4,2025-09-12 16:26:16.544809,2025-09-12 16:26:16.544809,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-09-18 17:30:18.136,2025-09-18 18:30:18.136,4,2025-09-18 16:03:19.440863,2025-09-18 16:03:19.440863,4df6b828-3159-4095-801f-67ab5f896fc3
Registro feito pelo app antigo,2025-09-09 17:30:11.702,2025-09-09 18:30:11.702,4,2025-09-09 17:27:13.275058,2025-09-09 17:27:13.275058,4df6b828-3159-4095-801f-67ab5f896fc3
Registro feito pelo app antigo,2025-09-10 18:00:28.419,2025-09-10 19:00:28.419,4,2025-09-10 17:53:30.456156,2025-09-10 17:53:30.456156,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-09-22 17:30:15.87,2025-09-22 18:30:15.87,4,2025-09-22 14:26:17.524374,2025-09-22 14:26:17.524374,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-09-24 17:30:59.102,2025-09-24 18:30:59.102,4,2025-09-24 16:46:01.172592,2025-09-24 16:46:01.172592,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-09-15 17:30:19.041,2025-09-15 18:30:19.041,4,2025-09-15 15:01:20.912992,2025-09-15 15:01:20.912992,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-09-23 18:45:26.471,2025-09-23 19:30:26.471,3,2025-09-23 18:26:28.434259,2025-09-23 18:26:28.434259,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-09-25 17:45:51.595,2025-09-25 18:45:51.595,4,2025-09-25 17:31:52.732463,2025-09-25 17:31:52.732463,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-10-10 19:30:07.468,2025-10-10 20:15:07.468,4,2025-10-10 19:19:08.863529,2025-10-10 19:19:08.863529,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-09-26 18:15:06.588,2025-09-26 19:15:06.588,4,2025-09-26 18:10:07.804309,2025-09-26 18:10:07.804309,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-10-04 17:30:14.085,2025-10-04 18:30:14.085,1,2025-10-04 15:54:15.243858,2025-10-04 15:54:15.243858,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-10-08 18:00:01.227,2025-10-08 18:00:01.227,4,2025-10-08 17:47:02.729931,2025-10-08 17:47:02.729931,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-09-29 17:45:54.872,2025-09-29 19:45:54.872,2,2025-09-29 17:39:56.442951,2025-09-29 17:39:56.442951,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-10-01 17:30:02.148,2025-10-01 18:30:02.148,2,2025-10-01 17:25:03.592976,2025-10-01 17:25:03.592976,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-10-06 17:30:33.174,2025-10-06 18:30:33.174,4,2025-10-06 17:16:34.487603,2025-10-06 17:16:34.487603,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-10-11 17:30:17.226,2025-10-11 18:30:17.226,1,2025-10-11 14:40:18.385263,2025-10-11 14:40:18.385263,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-10-02 17:30:03.337,2025-10-02 18:15:03.337,4,2025-10-02 16:22:04.630172,2025-10-02 16:22:04.630172,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-10-13 17:30:39.448,2025-10-13 18:30:39.448,4,2025-10-13 17:22:40.803114,2025-10-13 17:22:40.803114,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-10-09 17:30:53.209,2025-10-09 18:30:53.209,4,2025-10-09 17:19:54.429537,2025-10-09 17:19:54.429537,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-10-16 17:00:26.107,2025-10-16 18:30:26.107,1,2025-10-16 15:24:27.222175,2025-10-16 15:24:27.222175,4df6b828-3159-4095-801f-67ab5f896fc3
TESTE TESTE,2025-10-17 03:00:43.523,2025-10-17 03:00:43.523,1,2025-10-17 13:28:44.689206,2025-10-17 13:28:44.689206,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-10-21 18:00:02.021,2025-10-21 19:00:02.021,4,2025-10-21 16:51:03.682478,2025-10-21 16:51:03.682478,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-10-22 17:30:52.881,2025-10-22 18:45:52.881,4,2025-10-22 17:25:54.395338,2025-10-22 17:25:54.395338,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-10-24 18:00:15.93,2025-10-24 19:15:15.93,4,2025-10-24 17:47:17.553669,2025-10-24 17:47:17.553669,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-10-23 17:30:18.422,2025-10-23 18:30:18.422,4,2025-10-23 17:21:19.813293,2025-10-23 17:21:19.813293,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-10-14 20:15:36.19,2025-10-14 20:45:36.19,4,2025-10-14 19:49:37.215393,2025-10-14 19:49:37.215393,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-10-20 17:30:32.796,2025-10-20 18:45:32.796,4,2025-10-20 17:27:34.024701,2025-10-20 17:27:34.024701,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-10-15 18:15:28.177,2025-10-15 19:15:28.177,1,2025-10-15 18:03:29.425219,2025-10-15 18:03:29.425219,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-10-27 17:30:06.177,2025-10-27 18:45:06.177,4,2025-10-27 16:34:07.855256,2025-10-27 16:34:07.855256,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-10-28 17:30:57.106,2025-10-28 18:45:57.106,4,2025-10-28 17:28:58.584247,2025-10-28 17:28:58.584247,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-10-30 18:00:07.778,2025-10-30 19:00:07.778,2,2025-10-30 17:38:09.390818,2025-10-30 17:38:09.390818,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-11-04 17:00:32.335,2025-11-04 18:00:32.335,4,2025-11-04 12:49:33.690061,2025-11-04 12:49:33.690061,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-11-07 18:00:47.361,2025-11-07 19:00:47.361,1,2025-11-07 17:50:48.267608,2025-11-07 17:50:48.267608,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-11-08 16:00:52.744,2025-11-08 17:00:52.744,4,2025-11-08 12:36:54.242974,2025-11-08 12:36:54.242974,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-11-13 17:30:40.057,2025-11-13 18:30:40.057,2,2025-11-13 17:19:41.623549,2025-11-13 17:19:41.623549,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-11-11 17:30:16.21,2025-11-11 18:30:16.21,4,2025-11-11 15:29:17.404186,2025-11-11 15:29:17.404186,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-11-21 17:45:45.521,2025-11-21 18:45:45.521,4,2025-11-21 17:24:46.841885,2025-11-21 17:24:46.841885,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-11-25 17:30:43.983,2025-11-25 18:30:43.983,4,2025-11-25 15:08:45.148262,2025-11-25 15:08:45.148262,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-11-28 17:30:50.81,2025-11-28 18:45:50.81,4,2025-11-28 15:09:52.48835,2025-11-28 15:09:52.48835,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-11-27 18:30:22.147,2025-11-27 20:00:22.147,4,2025-11-27 18:19:23.105659,2025-11-27 18:19:23.105659,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-12-01 18:00:44.084,2025-12-01 19:00:44.084,1,2025-12-01 17:44:45.40039,2025-12-01 17:44:45.40039,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-12-02 17:00:46.029,2025-12-02 18:00:46.029,1,2025-12-02 12:17:47.421168,2025-12-02 12:17:47.421168,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-12-03 17:30:45.173,2025-12-03 18:45:45.173,1,2025-12-03 13:21:46.805161,2025-12-03 13:21:46.805161,4df6b828-3159-4095-801f-67ab5f896fc3
